Resistance,Inductance,Bandwidth
49.10906368,0.00000000106149163806861,46264202108.4162
91.58667308,0.000000000981719654671004,93292084603.0048
163.8897841,0.00000000134907228008095,121483323406.635
93.50383518,0.00000000124969319681007,74821432507.3347
72.92335017,0.00000000107884392376744,67593975887.9521
89.67347471,0.00000000133456585884473,67192993223.7485
103.381527,0.00000000118247729698636,87427917020.8817
89.90233276,0.00000000109069842544339,82426389057.5004
51.07264371,0.000000000943617140640744,54124328088.5298
66.51129617,0.00000000110703187351432,60080741811.7574
87.8258156,0.00000000149997349097632,58551578496.7872
63.31317504,0.000000000972658257206152,65092929166.9818
126.9668742,0.00000000103604745687438,122549284164.108
84.97910791,0.00000000139992569850984,60702584430.3427
133.1007575,0.00000000120567261540568,110395438860.668
191.4802568,0.00000000106397041510129,179967651433.025
79.7935417,0.00000000100154599114153,79670372010.6292
116.0806102,0.00000000102969557122231,112732941117.932
77.02755414,0.00000000108505773861462,70989359735.2222
88.99527823,0.000000000995630532256095,89385846804.3733
118.8807315,0.00000000113809925253851,104455504416.542
124.2139912,0.000000000959049188633618,129517852339.744
115.7707683,0.00000000108968254715023,106242656269.725
83.9849539,0.000000000942616108675279,89097728255.4927
59.08527471,0.000000000990836185378078,59631728818.4773
72.40931415,0.00000000103078804771492,70246559717.6054
89.48064331,0.00000000143683216587402,62276336398.3916
47.93741036,0.00000000111455795166365,43010244813.6017
54.44801629,0.00000000138260675808169,39380695900.5064
95.46320777,0.000000000960959842442989,99341516214.9854
52.1643038,0.00000000119452172207037,43669615073.7115
99.28469584,0.00000000126716864170115,78351604176.9406
81.4154618,0.00000000138308433248386,58865146461.306
105.0135514,0.00000000110584577020299,94962203798.7482
71.36408073,0.00000000103609603466685,68877862999.3953
107.7121249,0.00000000120433622431737,89436921953.4622
62.73047712,0.00000000100966023467482,62130283996.1837
95.40233777,0.00000000095716315840895,99671970167.1166
70.96146001,0.000000000966262310509661,73439126454.7729
149.2670927,0.000000000950202618210176,157089751006.12
103.998778,0.00000000132986143990542,78202717124.7227
101.0020839,0.00000000110325177231359,91549441781.7178
71.95702027,0.00000000147223972994437,48875885364.6199
75.74197481,0.00000000139026390827095,54480285620.1591
84.6118968,0.00000000123353286836153,68593143296.123
56.88310334,0.00000000133480787821984,42615198987.1845
53.12288293,0.00000000133289978531939,39855121529.0883
89.25255396,0.00000000100449314624987,88853322985.0413
96.54259418,0.00000000111134075929116,86870380099.7789
60.48237709,0.000000000950554166638384,63628543446.2875
142.3924607,0.0000000014361791156275,99146728392.4299
84.27640484,0.00000000113222151032332,74434555492.5324
98.28703536,0.00000000128883033156071,76260647311.8764
90.4836163,0.0000000013804160172828,65548077657.1307
98.62004896,0.0000000011832721172367,83345198051.5756
101.9069912,0.00000000136420447072285,74700672360.3556
109.2710211,0.00000000104319412619153,104746583935.364
139.7971142,0.0000000011351565154836,123152281023.065
120.597123,0.00000000106131803135386,113629580801.677
97.78232614,0.00000000155027400785315,63074221489.0198
72.75221131,0.00000000121726083118993,59767150511.9254
63.66156381,0.00000000111857790420794,56912945956.2126
71.47993771,0.00000000105176398989182,67961955721.0284
71.55563043,0.00000000123720946577591,57836310187.8825
64.82866121,0.00000000131295410192799,49376182392.6695
69.18621242,0.00000000101822343783465,67947966869.7581
98.34642234,0.000000000973186337194576,101056106709.744
113.6541754,0.00000000115910718732924,98053205641.729
52.73542123,0.000000000961674320968867,54837089937.9638
42.86601751,0.00000000107124890437472,40014993093.5244
64.52125027,0.00000000119864321499251,53828570055.6885
70.07469473,0.00000000104792202691546,66870141985.9106
65.65500523,0.00000000138484962929248,47409483196.7736
89.13122509,0.00000000102427736804405,87018641503.5256
64.59297705,0.00000000103446682664317,62440839460.8489
84.42859119,0.000000000978011547368181,86326783581.6422
59.18914823,0.00000000115023418212165,51458345743.841
61.37457781,0.000000001310979663275,46815812273.3027
66.43905168,0.00000000135037976776084,49200271854.0187
73.43898677,0.00000000146353572259944,50179155613.3405
77.36671386,0.000000000988141835526262,78295150633.7106
70.41199425,0.00000000105949566971429,66458029289.5276
71.98536995,0.00000000108155017833195,66557586871.3011
83.34690094,0.00000000107790879446815,77322776627.9838
98.30466147,0.00000000115657544052608,84996324515.8354
88.19929432,0.00000000113250060223743,77880130170.1285
72.85802261,0.00000000105335254921845,69167746984.671
56.27532015,0.0000000010178468166556,55288594736.5903
70.71174033,0.00000000122678372776945,57639939892.7216
71.07238591,0.00000000130892543883836,54298269252.8881
124.991185,0.00000000120039444895539,104125094137.823
74.28590398,0.00000000103025303112352,72104523583.8706
56.01474451,0.00000000138428540268075,40464736824.8803
78.13338811,0.00000000125408751480739,62302979008.6063
129.0405306,0.00000000150959027405651,85480499455.8209
94.02797126,0.00000000143437622944822,65553213536.0127
60.29460224,0.0000000012459783041952,48391374100.9683
123.4847546,0.00000000127439562460081,96896718896.5987
60.35475859,0.00000000119851094212343,50358120621.801
63.07096979,0.000000000986159228165543,63956172582.1142
84.13649832,0.00000000127242635241544,66122882601.6407
98.53707946,0.00000000110314648918394,89323657760.8958
88.1502706,0.00000000100131746652916,88034288371.6519
92.31689281,0.00000000115610268358864,79851810847.3208
162.3250745,0.0000000011659972808757,139215654412.237
118.6196802,0.00000000113085820395208,104893504583.91
45.59254806,0.00000000102058608145485,44672907938.356
64.68077312,0.0000000010234686159359,63197612621.3243
117.6834988,0.00000000103203241995402,114030815819.956
88.89137571,0.00000000128229681651488,69321996721.1612
91.59527698,0.00000000122117338283014,75005955966.4842
91.19752279,0.00000000104108575209612,87598473618.8955
82.69209412,0.00000000103403863498717,79970023674.2373
88.85693401,0.00000000111257079866217,79866318724.9275
37.92636006,0.00000000132146927115002,28700145276.17
52.76825643,0.00000000126509059044185,41711049650.2626
75.28366162,0.00000000121744429088273,61837459162.4346
69.6099762,0.00000000159686147844288,43591743641.958
40.86434259,0.00000000125295813643021,32614292051.6293
94.96486229,0.0000000010562514855542,89907435481.7814
95.05335204,0.00000000109031093244601,87180041226.1819
91.04579572,0.0000000010246856264872,88852418113.9544
71.58282178,0.00000000126464403528622,56603138735.2403
133.5645733,0.00000000120060293931777,111247914631.874
59.8817583,0.00000000113273828884426,52864601549.8406
114.6654353,0.0000000010023297837122,114398910581.434
79.89573447,0.00000000133066822452703,60041814328.5851
54.68103103,0.00000000107045260255148,51082159919.7058
98.46145302,0.00000000109776215785336,89692883213.007
164.6026024,0.00000000107341982391492,153344105197.974
200.5293879,0.0000000010006432633577,200400477615.884
69.62107093,0.00000000108979143253625,63884766251.0727
91.62712348,0.00000000114952628258675,79708593764.2189
87.40020177,0.00000000109268150137549,79986896144.9231
80.34700513,0.00000000100870340222956,79653746534.8161
66.23154513,0.00000000143150645397124,46267025165.1765
121.1269963,0.00000000106334490486814,113911296086.024
88.91049882,0.00000000129866822535047,68462827598.6392
110.7536314,0.00000000137461615229476,80570587807.4471
62.96055517,0.00000000100771499598402,62478533534.6924
99.85958255,0.00000000122551970295817,81483457433.5754
113.4374934,0.00000000132605147367941,85545316793.2039
68.48688521,0.00000000107729696931993,63572893232.2477
