Wire-Length,Wire-Width,Thickness,Inductance
0.000001400454115421,0.000000105126255073702,0.00000000102095345927305,0.00000000106149163806861
0.00000140136234626301,0.000000141430524613178,0.000000000923624256111332,0.000000000981719654671004
0.00000140204351939451,0.0000000367176122318186,0.00000000113784276863918,0.00000000134907228008095
0.00000140227057710501,0.0000000531893063142796,0.000000000955493270668661,0.00000000124969319681007
0.00000140249763481552,0.0000000993351237525559,0.00000000104877086703085,0.00000000107884392376744
0.00000140272469252602,0.0000000391237525559252,0.000000000866765800958281,0.00000000133456585884473
0.00000140408703878903,0.0000000685664235358745,0.000000000876355510116886,0.00000000118247729698636
0.00000140522232734153,0.0000000960513931699576,0.00000000104124774925993,0.00000000109069842544339
0.00000140544938505203,0.000000164749351481674,0.00000000102495068208869,0.000000000943617140640744
0.00000140544938505203,0.0000000906749473555712,0.000000000928709158604694,0.00000000110703187351432
0.00000140567644276254,0.000000021417645802179,0.000000000993743339335307,0.00000000149997349097632
0.00000140658467360454,0.000000148673055207984,0.00000000098137098300119,0.000000000972658257206152
0.00000140681173131504,0.000000118044190801721,0.000000000926343455305643,0.00000000103604745687438
0.00000140726584673605,0.0000000313749198889126,0.000000000882682180242317,0.00000000139992569850984
0.00000140817407757805,0.0000000637541428876614,0.00000000112427396465957,0.00000000120567261540568
0.00000140840113528855,0.000000107112887966552,0.00000000101212512588885,0.00000000106397041510129
0.00000141203405865658,0.000000136063722647786,0.00000000110050816370128,0.00000000100154599114153
0.00000141316934720908,0.00000012334830774865,0.00000000101313122959075,0.00000000102969557122231
0.00000141339640491958,0.000000101090304269539,0.000000000865968169194617,0.00000000108505773861462
0.00000141362346263009,0.000000139762138737144,0.00000000109899447614979,0.000000000995630532256095
0.00000141430463576159,0.0000000835915402691733,0.000000000960967925046541,0.00000000113809925253851
0.00000141453169347209,0.000000160428907132176,0.000000000859922482985931,0.000000000959049188633618
0.00000141453169347209,0.0000000995906857509079,0.0000000010809661854915,0.00000000108968254715023
0.00000141498580889309,0.000000170400646992401,0.00000000104561659596545,0.000000000942616108675279
0.0000014154399243141,0.00000014320499282815,0.000000000967158635212256,0.000000000990836185378078
0.0000014158940397351,0.000000123975157933287,0.00000000102746140934477,0.00000000103078804771492
0.0000014161210974456,0.0000000284239020966216,0.000000000956707846308786,0.00000000143683216587402
0.0000014163481551561,0.000000091808099612415,0.000000000856659443952757,0.00000000111455795166365
0.00000141748344370861,0.0000000347358012634663,0.00000000108240736106449,0.00000000138260675808169
0.00000141861873226112,0.000000161272743919187,0.000000000986229285561693,0.000000000960959842442989
0.00000141975402081362,0.0000000694054383983886,0.00000000110029969176305,0.00000000119452172207037
0.00000141975402081362,0.0000000533677175206763,0.00000000108450114444411,0.00000000126716864170115
0.00000142066225165563,0.0000000352758568071535,0.00000000095752360606708,0.00000000138308433248386
0.00000142157048249763,0.0000000962346263008515,0.00000000112881502731407,0.00000000110584577020299
0.00000142179754020814,0.000000124143925290689,0.000000000925835871456038,0.00000000103609603466685
0.00000142225165562914,0.000000067741874446852,0.000000000977817896053957,0.00000000120433622431737
0.00000142293282876064,0.000000137129367961669,0.000000000903139622180853,0.00000000100966023467482
0.00000142338694418165,0.000000166012695699942,0.00000000096963310647908,0.00000000095716315840895
0.00000142406811731315,0.000000161012359996338,0.000000000927168279061251,0.000000000966262310509661
0.00000142520340586566,0.000000171287881099887,0.00000000091146943571276,0.000000000950202618210176
0.00000142520340586566,0.0000000436177861873226,0.000000000935652180547502,0.00000000132986143990542
0.00000142543046357616,0.0000000987275612659078,0.000000000866475753044221,0.00000000110325177231359
0.00000142543046357616,0.0000000260515152439955,0.000000000937084292123173,0.00000000147223972994437
0.00000142747398297067,0.0000000352083498641926,0.00000000112854310739463,0.00000000139026390827095
0.00000142747398297067,0.0000000621773735770745,0.00000000100447511215552,0.00000000123353286836153
0.00000142974456007569,0.0000000436804712057863,0.000000000903456862086856,0.00000000133480787821984
0.00000142997161778619,0.0000000439456770531327,0.000000000979458479567858,0.00000000133289978531939
0.00000143315042573321,0.000000144477980895413,0.00000000084335349589526,0.00000000100449314624987
0.00000143315042573321,0.0000000984141361735893,0.00000000097193536179693,0.00000000111134075929116
0.00000143360454115421,0.000000175584215826899,0.000000000921349192785424,0.000000000950554166638384
0.00000143405865657521,0.0000000306950285348064,0.00000000108924161503952,0.0000000014361791156275
0.00000143451277199622,0.0000000918948942533647,0.000000000846453382976775,0.00000000113222151032332
0.00000143496688741722,0.0000000525383465071566,0.000000000955919278542436,0.00000000128883033156071
0.00000143587511825922,0.0000000378459425641652,0.00000000108761915952025,0.0000000013804160172828
0.00000143587511825922,0.0000000768070925016022,0.00000000101329438154241,0.0000000011832721172367
0.00000143655629139073,0.000000040281014435255,0.0000000010413565172277,0.00000000136420447072285
0.00000143723746452223,0.000000127176915799432,0.00000000112850685140538,0.00000000104319412619153
0.00000143746452223273,0.0000000918370311593982,0.000000000896840144047365,0.0000000011351565154836
0.00000143859981078524,0.00000011984276863918,0.00000000101696530045473,0.00000000106131803135386
0.00000143882686849574,0.0000000207859736930448,0.000000000990462172307505,0.00000000155027400785315
0.00000143950804162725,0.0000000689280678731651,0.00000000103884578997162,0.00000000121726083118993
0.00000144245979186377,0.0000000990265205847346,0.000000000998737601855525,0.00000000111857790420794
0.00000144291390728477,0.000000125764091921751,0.00000000103764027832881,0.00000000105176398989182
0.00000144427625354778,0.0000000655045014801477,0.000000000891619281594287,0.00000000123720946577591
0.00000144427625354778,0.0000000499200415051729,0.00000000103920834986419,0.00000000131295410192799
0.00000144450331125828,0.000000142592608417005,0.000000000916191778313547,0.00000000101822343783465
0.00000144473036896878,0.00000016748338267159,0.000000000999517105624561,0.000000000973186337194576
0.00000144495742667928,0.0000000865232703634755,0.000000000977437208166753,0.00000000115910718732924
0.00000144541154210028,0.000000174981475264748,0.000000000906674581133457,0.000000000961674320968867
